ENROLLMENT;TUITION PAYMENT MARCH 2022;TUITION PAYMENT MARCH 2023;GENDER;TYPE OF EDUCATIONAL INSTITUTION;EDUCATIONAL INSTITUTION;INSTITUTION STATUS;DEPARTMENT;PROVINCE;DISTRICT;CLASSIFICATION;CAMPUS;FACULTY;PROGRAM/MAJOR;SHIFT/SCHEDULE;BENEFIT DISCOUNTS;STUDY MODE;AGE RANGE OF ENROLLED STUDENT;DISABILITY;NUMBER OF ENROLLED COURSES;AT-RISK COURSE
Nuevo;0;0;M;COLEGIO;PNP TUPAC AMARU;ESTATAL;LIMA;LIMA;LIMA;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;CIENCIAS DE LA COMUNICACIÓN;MAÑANA;SIN BENEFICIO;Presencial;1. <=18;No;0;0
Nuevo;0;0;M;COLEGIO;LUZ CASANOVA;PRIVADA;LIMA;LIMA;BRENA;Carreras Pregrado 80-20;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO (80/20);MIXTO;SIN BENEFICIO;Virtual;5. >=30;No;2;2
Nuevo;0;0;F;COLEGIO;CRISTO REY;PRIVADA;LIMA;LIMA;BRENA;Carreras Pregrado 80-20;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO (80/20);MIXTO;SIN BENEFICIO;Virtual;5. >=30;No;3;3
Nuevo;1;1;F;INSTITUTO;RICARDO PALMA;PRIVADA;LIMA;LIMA;SANTIAGO DE SURCO;Carreras Pregrado;UTP Lima Centro;Fac. Salud;TERAPIA FÍSICA;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;3;0
Nuevo;0;0;F;COLEGIO;GRAN UNIDAD ESCOLAR LEONCIO PR;ESTATAL;HUANUCO;HUANUCO;HUANUCO;Carreras Pregrado;UTP Lima Centro;Fac. Salud;TERAPIA FÍSICA;MAÑANA;SIN BENEFICIO;Presencial;1. <=18;No;0;0
Nuevo;0;0;F;COLEGIO;LICEO MODERNO;PRIVADA;LIMA;LIMA;LA MOLINA;Carreras Pregrado;UTP Lima Centro;Fac. Salud;TERAPIA FÍSICA;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Nuevo;1;1;F;COLEGIO;HERMANO SAN FRANCISCO;PRIVADA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;Carreras Pregrado;UTP Lima Centro;Fac. Salud;OBSTETRICIA;MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;1;0
Nuevo;1;1;M;COLEGIO;MILITAR LEONCIO PRADO;ESTATAL;LIMA;LIMA;LA VICTORIA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;2;0
Nuevo;1;1;F;COLEGIO;NELIDA LEIVA TORRES;PRIVADA;LIMA;LIMA;LURIGANCHO;Carreras Pregrado;UTP Lima Centro;Fac. Salud;ENFERMERÍA;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Nuevo;0;0;M;COLEGIO;INMACULADA DE LA MERCED;ESTATAL;LIMA;LIMA;SAN BORJA;Carreras Pregrado 80-20;UTP Lima Centro;Fac. Hum y CC Soc;PSICOLOGIA (80/20);;SIN BENEFICIO;Por calcular;5. >=30;No;0;0
Nuevo;1;1;M;COLEGIO;3704 SAN COLUMBANO;PRIVADA;CALLAO;CALLAO;CALLAO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;3;0
Nuevo;0;0;M;;EJERCITO PERUANO;;LIMA;LIMA;SAN JUAN DE LURIGANCHO;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (50/50);NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;2;2
Nuevo;0;0;M;;UNIVERSIDAD CESAR VALLEJO;;LIMA;LIMA;INDEPENDENCIA;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;COMUNICACIÓN Y PUBLICIDAD;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;3;0
Nuevo;0;0;M;INSTITUTO;MARISCAL CACERES;ESTATAL;LIMA;LIMA;SAN MARTIN DE PORRES;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. CIVIL;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;2;2
Nuevo;0;0;M;COLEGIO;105 PEDRO CORONADO ARRASCUE;ESTATAL;LIMA;LIMA;LIMA;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. HOTELERA Y DE TURISMO;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;0;0
Nuevo;1;1;F;COLEGIO;UNIVERSIDADNACIONALMAYORDE;ESTATAL;LIMA;LIMA;SAN MARTIN DE PORRES;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO (50/50);MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reincorporado;0;0;M;;;;LIMA;LIMA;SAN JUAN DE LURIGANCHO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reincorporado;0;0;M;;;;LIMA;LIMA;SAN JUAN DE LURIGANCHO;Carreras PPE;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS Y MARKETING;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reincorporado;1;1;F;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;MIXTO;SIN BENEFICIO;Virtual;5. >=30;No;2;0
Reincorporado;1;1;M;;;;CALLAO;CALLAO;CALLAO;Carreras PPE;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reincorporado;1;1;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Contabilidad;CONTABILIDAD;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reincorporado;0;0;M;;;;LIMA;LIMA;LINCE;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. BANCA Y FINANZAS;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reincorporado;1;1;M;INSTITUTO;IDAT;PRIVADA;LIMA;LIMA;SAN MIGUEL;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. MECATRONICA;MIXTO;CONVENIOS;Presencial;5. >=30;No;1;1
Reincorporado;1;1;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SOFTWARE;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reincorporado;0;0;M;;;;LIMA;LIMA;LOS OLIVOS;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SOFTWARE;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;3;0
Reincorporado;1;1;F;;;;LIMA;LIMA;COMAS;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;CIENCIAS DE LA COMUNICACIÓN;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reincorporado;1;1;M;;;;LIMA;LIMA;ATE;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE TELECOMUNICACIONES;NOCHE;SIN BENEFICIO;Virtual;5. >=30;No;1;0
Reincorporado;1;1;F;;;;LIMA;BARRANCA;BARRANCA;Carreras Pregrado;UTP Lima Centro;Fac. Contabilidad;CONTABILIDAD;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;1;1
Reincorporado;0;0;M;;;;CALLAO;CALLAO;CALLAO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE TELECOMUNICACIONES;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reincorporado;0;0;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. BIOMEDICA;MIXTO;SIN BENEFICIO;Virtual;5. >=30;No;3;0
Reincorporado;1;1;M;;;;ICA;ICA;LA TINGUINA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE TELECOMUNICACIONES;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;4;0
Reincorporado;0;0;M;;;;;;;Carreras PPE;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;4;4
Reincorporado;1;1;M;;;;;;;Carreras PPE;UTP Lima Centro;Fac. Contabilidad;CONTABILIDAD FINANCIERA;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reincorporado;1;1;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. MARITIMA;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reincorporado;0;0;M;;;;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. MARITIMA;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;0;0
Reincorporado;0;0;M;;;;LIMA;HUAROCHIRI;SANTA EULALIA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. ELECTRICA Y DE POTENCIA;NOCHE;SIN BENEFICIO;Virtual;5. >=30;No;2;0
Reincorporado;0;0;F;;;;LIMA;LIMA;ATE;Carreras Pregrado;UTP Lima Centro;Fac. Contabilidad;CONTABILIDAD;MAÑANA;CONVENIOS;Presencial;5. >=30;No;1;0
Reincorporado;1;1;M;;;;LIMA;LIMA;SURQUILLO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE REDES Y COMUNICACIONES;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reincorporado;1;1;M;INSTITUTO;IDAT;PRIVADA;LIMA;LIMA;SAN JUAN DE MIRAFLORES;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE REDES Y COMUNICACIONES;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reincorporado;1;1;F;INSTITUTO;IDAT;PRIVADA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;Carreras PPE;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS Y MARKETING;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reincorporado;1;1;F;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;NOCHE;SIN BENEFICIO;Virtual;5. >=30;No;1;0
Reincorporado;1;1;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. ELECTRONICA;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reincorporado;1;1;M;;;;LIMA;HUAROCHIRI;MATUCANA;Carreras Pregrado;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reincorporado;1;1;F;INSTITUTO;IDAT;PRIVADA;LIMA;LIMA;INDEPENDENCIA;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;MAÑANA;SIN BENEFICIO;Virtual;5. >=30;No;2;0
Reincorporado;1;1;F;;;;CALLAO;CALLAO;CALLAO;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Adm. Y Neg.;NEGOCIOS INTERNACIONALES (50/50);MAÑANA;SIN BENEFICIO;Remoto;5. >=30;No;1;0
Reincorporado;0;0;M;;;;LIMA;LIMA;LURIGANCHO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. ELECTRONICA;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reincorporado;0;0;M;;;;LIMA;LIMA;COMAS;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. ELECTRONICA;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;3;3
Reincorporado;0;0;M;;;;LIMA;LIMA;SAN LUIS;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. BIOMEDICA;NOCHE;SIN BENEFICIO;Virtual;5. >=30;No;1;1
Reincorporado;0;0;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. MECANICA;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;1;1
Reincorporado;0;0;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE TELECOMUNICACIONES;MIXTO;SIN BENEFICIO;Virtual;5. >=30;No;2;0
Reincorporado;0;0;M;;;;LIMA;LIMA;LIMA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE REDES Y COMUNICACIONES;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reincorporado;1;1;M;INSTITUTO;IDAT;PRIVADA;LIMA;LIMA;LOS OLIVOS;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reincorporado;1;1;M;COLEGIO;COLEGIO GENERICO/EXTRANJERO;PRIVADA;LIMA;LIMA;CHORRILLOS;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;4;4
Reincorporado;0;0;F;;;;LIMA;CANTA;CANTA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reincorporado;0;0;F;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. Y MARKETING;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;0;0
Reincorporado;1;1;M;;;;LIMA;CANTA;CANTA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. MECANICA;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reincorporado;1;0;M;;;;LIMA;LIMA;COMAS;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. ELECTRICA Y DE POTENCIA;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;3;3
Reincorporado;1;1;F;COLEGIO;SANTISIMO SEÑOR DE LUREN;PRIVADA;LIMA;LIMA;PUEBLO LIBRE;Carreras PPE;UTP Lima Centro;Fac. Adm. Y Neg.;ADMINISTRACION Y NEGOCIOS;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reincorporado;1;1;M;;;;LIMA;CANTA;CANTA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. ELECTRONICA;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reincorporado;1;1;M;;;;LIMA;HUAROCHIRI;MATUCANA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. ELECTRICA Y DE POTENCIA;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;3;3
Reincorporado;0;0;M;COLEGIO;SAN FELIPE;ESTATAL;LIMA;LIMA;RIMAC;Carreras PPE;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS Y MARKETING;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;0;0
Reincorporado;1;1;F;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;DISEÑO DIGITAL PUBLICITARIO;MAÑANA;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reincorporado;1;1;M;;;;LIMA;LIMA;ATE;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL (50/50);NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reincorporado;1;1;M;;;;CALLAO;CALLAO;VENTANILLA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reincorporado;1;1;M;;;;LIMA;HUAROCHIRI;MATUCANA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. MECATRONICA;MIXTO;SIN BENEFICIO;Virtual;5. >=30;No;2;0
Reincorporado;1;1;M;INSTITUTO;IDAT;PRIVADA;LIMA;LIMA;ATE;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reincorporado;0;0;F;INSTITUTO;ICLAE DEL PERU;PRIVADA;LIMA;LIMA;COMAS;Carreras Pregrado;UTP Lima Centro;Fac. Contabilidad;CONTABILIDAD;NOCHE;CONVENIOS;Virtual;5. >=30;No;2;0
Reincorporado;1;1;M;;;;CALLAO;CALLAO;CALLAO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;INGENIERÍA EMPRESARIAL;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;2;2
Reincorporado;1;1;M;INSTITUTO;IDAT;PRIVADA;LIMA;CANETE;SAN VICENTE DE CANETE;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;DISEÑO DIGITAL PUBLICITARIO;NOCHE;SIN BENEFICIO;Virtual;4. 24-29;No;1;1
Reincorporado;1;1;F;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Hum y CC Soc;PSICOLOGIA;MIXTO;SIN BENEFICIO;Virtual;4. 24-29;No;1;0
Reincorporado;1;1;M;;;;LIMA;LIMA;SAN MARTIN DE PORRES;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reincorporado;1;1;M;;;;ICA;CHINCHA;CHINCHA ALTA;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reincorporado;1;1;M;;;;LIMA;CANTA;CANTA;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (50/50);MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reincorporado;0;0;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Contabilidad;CONTABILIDAD;NOCHE;CONVENIOS;Virtual;5. >=30;No;2;0
Reincorporado;0;0;M;UNIVERSIDAD;UNIVERSIDADPERUANADECIENCIA;PRIVADA;LIMA;LIMA;JESUS MARIA;Carreras Pregrado;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reincorporado;0;0;F;;;;LIMA;HUAROCHIRI;MATUCANA;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;DISEÑO DIGITAL PUBLICITARIO;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;0;0
Reincorporado;0;0;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reincorporado;1;1;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. MARITIMA;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reincorporado;1;1;F;INSTITUTO;IDAT;PRIVADA;LIMA;LIMA;EL AGUSTINO;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reincorporado;0;0;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. CIVIL;NOCHE;SIN BENEFICIO;Virtual;5. >=30;No;2;0
Reincorporado;1;1;F;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reincorporado;1;1;M;;;;LIMA;OYON;OYON;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. ELECTRONICA;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;4;0
Reincorporado;1;1;F;;;;LIMA;LIMA;SAN JUAN DE LURIGANCHO;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS Y MARKETING (50/50);NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reincorporado;1;1;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MIXTO;SIN BENEFICIO;Virtual;5. >=30;No;2;0
Reincorporado;0;0;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reincorporado;1;1;M;;;;LIMA;LIMA;LIMA;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reincorporado;0;0;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Contabilidad;CONTABILIDAD;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reincorporado;0;0;M;;;;LIMA;HUAROCHIRI;MATUCANA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. ELECTROMECANICA;NOCHE;SIN BENEFICIO;Virtual;5. >=30;No;2;0
Reincorporado;0;0;M;;;;CALLAO;CALLAO;CALLAO;Carreras PPE;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;INGENIERIA DE SISTEMAS E INFOR;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;0;0
Reincorporado;0;0;M;;;;LIMA;LIMA;LA VICTORIA;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;MAÑANA;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reincorporado;0;0;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. Y MARKETING;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reincorporado;0;0;M;;;;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. ELECTRONICA;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reincorporado;0;0;M;;;;LIMA;LIMA;SANTIAGO DE SURCO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reincorporado;1;1;M;;;;LIMA;BARRANCA;BARRANCA;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reincorporado;0;0;M;INSTITUTO;IDAT;PRIVADA;LIMA;LIMA;RIMAC;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;MAÑANA;SIN BENEFICIO;Virtual;4. 24-29;No;1;0
Reincorporado;0;0;F;INSTITUTO;IDAT;PRIVADA;LIMA;CANETE;MALA;Carreras PPE;UTP Lima Centro;Fac. Adm. Y Neg.;NEGOCIOS INTERNACIONALES;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reincorporado;1;1;F;;;;LIMA;LIMA;RIMAC;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;NOCHE;SIN BENEFICIO;Virtual;4. 24-29;No;1;0
Reincorporado;1;1;M;;;;LIMA;LIMA;ATE;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. MECANICA;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reincorporado;1;1;M;;;;CALLAO;CALLAO;CALLAO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE REDES Y COMUNICACIONES;MIXTO;SIN BENEFICIO;Virtual;5. >=30;No;1;0
Reincorporado;1;1;M;;;;;;;Carreras PPE;UTP Lima Centro;Fac. Adm. Y Neg.;NEGOCIOS INTERNACIONALES;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reincorporado;1;1;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;CIENCIAS DE LA COMUNICACIÓN;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reincorporado;1;0;F;;;;LIMA;HUAURA;LEONCIO PRADO;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;MAÑANA;SIN BENEFICIO;Presencial;4. 24-29;No;3;3
Reincorporado;1;1;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. MARITIMA;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reincorporado;1;1;M;;;;;;;Carreras PPE;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reincorporado;1;1;M;;;;LIMA;LIMA;ATE;Carreras Pregrado;UTP Lima Centro;Fac. Hum y CC Soc;PSICOLOGIA;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
Reincorporado;1;1;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. AUTOMOTRIZ;MAÑANA;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reincorporado;1;1;M;INSTITUTO;IDAT;PRIVADA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;Carreras PPE;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;INGENIERIA DE SISTEMAS E INFOR;NOCHE;CONVENIOS;Presencial;4. 24-29;No;1;0
Reincorporado;1;1;M;;;;;;;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. Y MARKETING;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reincorporado;1;1;M;;;;LIMA;LIMA;INDEPENDENCIA;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Contabilidad;CONTABILIDAD FINANCIERA (50/50);NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reincorporado;1;1;F;;;;CALLAO;CALLAO;BELLAVISTA;Carreras Pregrado;UTP Lima Centro;Fac. Contabilidad;CONTABILIDAD;MAÑANA;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
